Churn_Status,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Total_Trans_Amt_Original,Total_Trans_Amt_Capped,Total_Amt_Chng_Original,Total_Amt_Chng_Capped,Credit_Limit_Original,Credit_Limit_Capped
0,56,M,2,Uneducated,Divorced,$60K - $80K,Blue,50,4,1,2,7261.0,1079,6182.0,1.201,3723.0,58,1.071,0.149,3723.0,3723.0,1.201,1.201,7261.0,7261.0
1,38,F,1,Unknown,Married,Less than $40K,Blue,20,2,2,3,1621.0,580,1041.0,0.421,1893.0,41,0.22799999999999998,0.358,1893.0,1893.0,0.421,0.421,1621.0,1621.0
0,41,M,0,High School,Single,$80K - $120K,Blue,31,3,5,2,23836.25,2517,22660.75,0.633,4719.0,70,0.667,0.075,4719.0,4719.0,0.633,0.633,23836.25,23836.25
0,51,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512.0,988,10524.0,0.569,1842.0,32,1.133,0.086,1842.0,1842.0,0.569,0.569,11512.0,11512.0
0,26,F,0,Unknown,Unknown,Unknown,Blue,18,3,3,3,12463.0,1319,11144.0,0.655,3996.0,71,0.543,0.106,3996.0,3996.0,0.655,0.655,12463.0,12463.0
0,51,M,2,Graduate,Married,$60K - $80K,Blue,37,5,1,4,8511.0,0,8511.0,0.88,3775.0,62,0.676,0.0,3775.0,3775.0,0.88,0.88,8511.0,8511.0
0,41,M,5,Graduate,Single,$60K - $80K,Blue,28,5,1,4,4821.0,1426,3395.0,0.898,3571.0,58,0.933,0.296,3571.0,3571.0,0.898,0.898,4821.0,4821.0
0,57,M,2,Graduate,Unknown,$60K - $80K,Blue,45,4,1,2,2480.0,1584,896.0,0.874,3438.0,66,0.784,0.639,3438.0,3438.0,0.874,0.874,2480.0,2480.0
0,44,M,4,Graduate,Married,$120K +,Blue,32,6,3,4,23836.25,2517,22660.75,0.765,4228.0,83,0.596,0.073,4228.0,4228.0,0.765,0.765,23836.25,23836.25
0,52,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596.0,2019,6577.0,0.677,4017.0,80,0.6,0.235,4017.0,4017.0,0.677,0.677,8596.0,8596.0
0,49,M,2,High School,Married,$60K - $80K,Blue,39,6,3,2,7223.0,1963,5260.0,0.852,4127.0,70,0.842,0.272,4127.0,4127.0,0.852,0.852,7223.0,7223.0
0,52,M,2,Unknown,Single,$60K - $80K,Blue,39,3,2,3,1629.0,978,651.0,0.552,3766.0,83,0.694,0.6,3766.0,3766.0,0.552,0.552,1629.0,1629.0
0,44,F,1,Unknown,Divorced,Unknown,Blue,36,3,2,1,17116.0,1289,15827.0,0.559,3632.0,50,0.923,0.075,3632.0,3632.0,0.559,0.559,17116.0,17116.0
0,63,M,1,High School,Married,$60K - $80K,Blue,56,3,2,4,7216.0,2321,4895.0,0.491,1734.0,38,0.583,0.322,1734.0,1734.0,0.491,0.491,7216.0,7216.0
0,44,M,3,College,Single,$60K - $80K,Silver,32,4,1,3,23836.25,1421,22660.75,0.635,1635.0,31,0.824,0.05,1635.0,1635.0,0.635,0.635,23836.25,23836.25
1,53,M,4,Uneducated,Single,$60K - $80K,Blue,43,1,3,2,13720.0,0,13720.0,0.671,1830.0,36,0.241,0.0,1830.0,1830.0,0.671,0.671,13720.0,13720.0
0,47,F,3,Unknown,Married,$40K - $60K,Blue,41,5,3,3,7553.0,660,6893.0,0.549,4079.0,67,0.457,0.087,4079.0,4079.0,0.549,0.549,7553.0,7553.0
0,49,M,4,Graduate,Married,$60K - $80K,Blue,36,4,6,2,2952.0,2517,435.0,0.809,3830.0,77,0.51,0.853,3830.0,3830.0,0.809,0.809,2952.0,2952.0
0,35,M,3,High School,Unknown,$80K - $120K,Blue,30,5,3,3,11229.0,1054,10175.0,0.552,1898.0,36,1.172,0.094,1898.0,1898.0,0.552,0.552,11229.0,11229.0
0,45,M,3,College,Married,$40K - $60K,Blue,39,3,2,4,7109.0,866,6243.0,0.572,4047.0,75,0.667,0.122,4047.0,4047.0,0.572,0.572,7109.0,7109.0
0,45,M,4,Unknown,Married,$40K - $60K,Blue,38,4,3,3,1862.0,845,1017.0,0.604,3520.0,68,0.889,0.454,3520.0,3520.0,0.604,0.604,1862.0,1862.0
0,36,M,2,College,Single,$60K - $80K,Blue,22,5,3,3,4511.0,754,3757.0,0.905,2597.0,71,0.919,0.167,2597.0,2597.0,0.905,0.905,4511.0,4511.0
0,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,29,3,3,4,2533.0,1126,1407.0,0.788,3436.0,74,0.574,0.445,3436.0,3436.0,0.788,0.788,2533.0,2533.0
0,46,M,1,Graduate,Divorced,$120K +,Blue,30,6,2,2,2016.0,797,1219.0,1.108,3772.0,62,0.879,0.395,3772.0,3772.0,1.108,1.108,2016.0,2016.0
1,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893.0,0,3893.0,0.662,1866.0,37,0.947,0.0,1866.0,1866.0,0.662,0.662,3893.0,3893.0
0,50,M,0,High School,Divorced,$40K - $60K,Blue,29,5,3,2,5530.0,2034,3496.0,0.647,4836.0,68,0.744,0.368,4836.0,4836.0,0.647,0.647,5530.0,5530.0
0,57,F,3,Doctorate,Single,Less than $40K,Blue,44,5,3,2,1737.0,813,924.0,0.756,3669.0,58,0.812,0.468,3669.0,3669.0,0.756,0.756,1737.0,1737.0
0,46,F,0,Graduate,Divorced,Unknown,Blue,36,3,3,2,6853.0,1679,5174.0,0.975,3543.0,52,1.0,0.245,3543.0,3543.0,0.975,0.975,6853.0,6853.0
0,55,M,2,High School,Divorced,$120K +,Blue,42,3,2,2,23836.25,1190,22660.75,0.832,2862.0,78,0.733,0.034,2862.0,2862.0,0.832,0.832,23836.25,23836.25
0,38,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,11068.0,1254,9814.0,0.418,3812.0,64,0.641,0.113,3812.0,3812.0,0.418,0.418,11068.0,11068.0
0,35,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,5546.0,1829,3717.0,0.673,1770.0,46,1.0,0.33,1770.0,1770.0,0.673,0.673,5546.0,5546.0
1,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277.0,504,6773.0,0.582,2356.0,40,0.29,0.069,2356.0,2356.0,0.582,0.582,7277.0,7277.0
0,57,M,3,Graduate,Single,$40K - $60K,Blue,48,3,3,0,9426.0,1574,7852.0,0.791,4212.0,75,0.531,0.167,4212.0,4212.0,0.791,0.791,9426.0,9426.0
0,55,M,2,Unknown,Single,$60K - $80K,Blue,36,5,3,1,1594.0,927,667.0,0.985,3851.0,65,0.806,0.582,3851.0,3851.0,0.985,0.985,1594.0,1594.0
0,47,M,2,Graduate,Unknown,$80K - $120K,Blue,43,3,2,2,2158.0,1170,988.0,0.73,4421.0,89,0.679,0.542,4421.0,4421.0,0.73,0.73,2158.0,2158.0
0,37,M,3,College,Single,$40K - $60K,Blue,28,5,2,3,3490.0,1421,2069.0,1.125,3392.0,80,0.86,0.407,3392.0,3392.0,1.125,1.125,3490.0,3490.0
0,48,F,5,Uneducated,Married,Less than $40K,Blue,30,3,2,3,2364.0,1619,745.0,0.585,3230.0,65,0.711,0.685,3230.0,3230.0,0.585,0.585,2364.0,2364.0
0,49,F,2,High School,Married,Unknown,Blue,36,6,2,3,15704.0,0,15704.0,0.924,4253.0,91,0.685,0.0,4253.0,4253.0,0.924,0.924,15704.0,15704.0
0,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,4,2,5,18253.0,2517,15736.0,0.91,3737.0,73,0.587,0.138,3737.0,3737.0,0.91,0.91,18253.0,18253.0
0,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,0,3696.0,0,3696.0,0.916,3405.0,76,0.727,0.0,3405.0,3405.0,0.916,0.916,3696.0,3696.0
0,52,M,1,Graduate,Single,$40K - $60K,Blue,43,4,3,3,8748.0,2284,6464.0,0.839,3533.0,73,0.587,0.261,3533.0,3533.0,0.839,0.839,8748.0,8748.0
0,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,27,4,2,3,5608.0,1243,4365.0,0.497,3829.0,74,0.396,0.222,3829.0,3829.0,0.497,0.497,5608.0,5608.0
0,41,M,4,Unknown,Married,$80K - $120K,Blue,28,3,2,3,23836.25,0,22660.75,0.743,3811.0,61,0.743,0.0,3811.0,3811.0,0.743,0.743,23836.25,23836.25
0,51,F,1,Unknown,Single,Less than $40K,Blue,42,4,3,3,3236.0,0,3236.0,0.797,3952.0,80,0.739,0.0,3952.0,3952.0,0.797,0.797,3236.0,3236.0
0,45,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,2736.0,2043,693.0,0.801,4550.0,84,0.75,0.747,4550.0,4550.0,0.801,0.801,2736.0,2736.0
0,49,F,4,Unknown,Single,Less than $40K,Blue,35,5,2,2,5195.0,0,5195.0,1.135,3313.0,69,0.769,0.0,3313.0,3313.0,1.135,1.135,5195.0,5195.0
0,47,M,5,Unknown,Single,$120K +,Silver,36,5,2,2,23836.25,1686,22660.75,0.937,4039.0,72,0.756,0.049,4039.0,4039.0,0.937,0.937,23836.25,23836.25
0,44,M,3,Graduate,Married,$40K - $60K,Blue,35,6,3,1,6327.0,0,6327.0,0.666,3653.0,77,0.674,0.0,3653.0,3653.0,0.666,0.666,6327.0,6327.0
0,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,1,2,4728.0,1386,3342.0,0.756,4077.0,70,0.628,0.293,4077.0,4077.0,0.756,0.756,4728.0,4728.0
0,62,M,1,Unknown,Single,$80K - $120K,Blue,55,6,1,4,23836.25,2517,22660.75,0.945,3975.0,63,0.537,0.073,3975.0,3975.0,0.945,0.945,23836.25,23836.25
0,32,M,1,Unknown,Single,$120K +,Blue,18,5,3,2,6276.0,2289,3987.0,0.637,2637.0,68,0.388,0.365,2637.0,2637.0,0.637,0.637,6276.0,6276.0
0,43,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,13430.0,2356,11074.0,0.718,3717.0,67,0.675,0.175,3717.0,3717.0,0.718,0.718,13430.0,13430.0
0,62,M,1,Graduate,Single,$60K - $80K,Blue,36,3,1,2,2796.0,0,2796.0,0.563,4820.0,74,0.644,0.0,4820.0,4820.0,0.563,0.563,2796.0,2796.0
0,46,M,2,Graduate,Married,$40K - $60K,Blue,38,4,3,3,2457.0,1051,1406.0,0.982,3256.0,71,0.919,0.428,3256.0,3256.0,0.982,0.982,2457.0,2457.0
0,62,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,2,7075.0,1396,5679.0,0.532,4409.0,75,0.531,0.197,4409.0,4409.0,0.532,0.532,7075.0,7075.0
0,42,M,2,Graduate,Married,$80K - $120K,Blue,31,4,2,3,12386.0,980,11406.0,0.656,3274.0,69,0.568,0.079,3274.0,3274.0,0.656,0.656,12386.0,12386.0
0,39,M,4,College,Single,$80K - $120K,Blue,31,4,3,2,23836.25,1115,22660.75,0.62,1821.0,53,0.514,0.035,1821.0,1821.0,0.62,0.62,23836.25,23836.25
0,59,M,1,Graduate,Single,$40K - $60K,Blue,53,4,3,2,2136.0,1502,634.0,0.648,1908.0,37,0.37,0.703,1908.0,1908.0,0.648,0.648,2136.0,2136.0
0,43,M,2,Doctorate,Single,$80K - $120K,Blue,36,3,3,3,10851.0,1101,9750.0,0.702,3688.0,65,0.757,0.101,3688.0,3688.0,0.702,0.702,10851.0,10851.0
0,52,M,1,Unknown,Divorced,$120K +,Blue,41,6,1,2,2717.0,1953,764.0,0.809,3974.0,70,0.556,0.719,3974.0,3974.0,0.809,0.809,2717.0,2717.0
0,59,F,2,High School,Single,Unknown,Blue,52,4,2,4,3578.0,663,2915.0,0.674,4065.0,79,0.646,0.185,4065.0,4065.0,0.674,0.674,3578.0,3578.0
0,60,M,1,Unknown,Single,$60K - $80K,Blue,50,4,3,0,10698.0,1790,8908.0,0.981,4095.0,67,0.914,0.167,4095.0,4095.0,0.981,0.981,10698.0,10698.0
0,48,F,1,Uneducated,Divorced,Less than $40K,Blue,38,3,3,2,4668.0,0,4668.0,0.896,4163.0,77,0.453,0.0,4163.0,4163.0,0.896,0.896,4668.0,4668.0
0,40,F,3,College,Divorced,Unknown,Blue,36,5,2,4,6772.0,0,6772.0,0.483,3658.0,66,0.65,0.0,3658.0,3658.0,0.483,0.483,6772.0,6772.0
0,55,M,1,College,Single,$80K - $120K,Blue,42,5,2,4,10696.0,1206,9490.0,0.958,2489.0,38,0.9,0.113,2489.0,2489.0,0.958,0.958,10696.0,10696.0
0,48,M,3,High School,Single,$80K - $120K,Blue,35,3,3,4,11851.0,0,11851.0,0.43,4498.0,73,0.622,0.0,4498.0,4498.0,0.43,0.43,11851.0,11851.0
0,36,M,2,Doctorate,Single,$40K - $60K,Blue,31,3,3,2,11558.0,0,11558.0,0.545,2220.0,53,0.828,0.0,2220.0,2220.0,0.545,0.545,11558.0,11558.0
0,49,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551.0,1833,7718.0,1.201,3213.0,52,1.172,0.192,3213.0,3213.0,1.201,1.201,9551.0,9551.0
0,40,M,2,High School,Unknown,$80K - $120K,Blue,32,4,3,3,23836.25,0,22660.75,0.937,2528.0,52,0.793,0.0,2528.0,2528.0,0.937,0.937,23836.25,23836.25
1,54,F,3,Doctorate,Unknown,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3,0.499,1598.0,40,0.29,0.0,1598.0,1598.0,0.499,0.499,1438.3,1438.3
0,40,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,23836.25,1329,22660.75,0.574,3906.0,77,0.51,0.039,3906.0,3906.0,0.574,0.574,23836.25,23836.25
0,63,M,0,College,Single,$80K - $120K,Blue,56,6,2,2,9033.0,0,9033.0,0.78,4456.0,85,0.635,0.0,4456.0,4456.0,0.78,0.78,9033.0,9033.0
1,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,3675.0,2517,1158.0,0.766,1913.0,35,0.667,0.685,1913.0,1913.0,0.766,0.766,3675.0,3675.0
0,44,M,2,High School,Married,$80K - $120K,Blue,38,6,3,3,9183.0,2191,6992.0,0.582,4503.0,69,0.643,0.239,4503.0,4503.0,0.582,0.582,9183.0,9183.0
0,45,F,4,Unknown,Married,Less than $40K,Blue,36,5,1,1,7924.0,1896,6028.0,1.161,3270.0,58,0.933,0.239,3270.0,3270.0,1.161,1.161,7924.0,7924.0
0,36,F,3,College,Single,Less than $40K,Blue,36,6,1,0,5383.0,737,4646.0,0.956,2934.0,80,0.633,0.137,2934.0,2934.0,0.956,0.956,5383.0,5383.0
0,45,F,3,Graduate,Single,$40K - $60K,Silver,39,5,2,4,21425.0,1459,19966.0,1.061,3704.0,60,0.538,0.068,3704.0,3704.0,1.061,1.061,21425.0,21425.0
0,38,M,3,Unknown,Unknown,$80K - $120K,Blue,26,6,1,3,23836.25,2098,22660.75,0.549,3788.0,76,0.689,0.064,3788.0,3788.0,0.549,0.549,23836.25,23836.25
0,44,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,2,1438.3,0,1438.3,0.978,3966.0,57,0.781,0.0,3966.0,3966.0,0.978,0.978,1438.3,1438.3
0,35,M,1,Doctorate,Single,$40K - $60K,Blue,24,6,3,2,10467.0,1961,8506.0,0.713,2665.0,65,0.667,0.187,2665.0,2665.0,0.713,0.713,10467.0,10467.0
0,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856.0,0,12856.0,0.51,3364.0,61,0.564,0.0,3364.0,3364.0,0.51,0.51,12856.0,12856.0
1,61,F,0,Graduate,Single,$40K - $60K,Blue,56,3,3,4,9721.0,0,9721.0,0.826,2260.0,46,1.0,0.0,2260.0,2260.0,0.826,0.826,9721.0,9721.0
1,43,F,5,Graduate,Married,Less than $40K,Blue,39,2,3,4,3981.0,0,3981.0,0.764,2134.0,42,0.355,0.0,2134.0,2134.0,0.764,0.764,3981.0,3981.0
0,40,F,4,Unknown,Single,Less than $40K,Blue,36,6,3,4,7587.0,0,7587.0,0.82,3157.0,59,0.844,0.0,3157.0,3157.0,0.82,0.82,7587.0,7587.0
0,51,F,3,High School,Single,$40K - $60K,Blue,36,6,5,2,3417.0,1482,1935.0,0.705,3651.0,60,0.818,0.434,3651.0,3651.0,0.705,0.705,3417.0,3417.0
0,48,F,2,Unknown,Single,Unknown,Blue,40,3,3,4,8012.0,0,8012.0,0.596,2645.0,63,0.8,0.0,2645.0,2645.0,0.596,0.596,8012.0,8012.0
1,64,M,0,Graduate,Single,Less than $40K,Blue,36,3,3,5,3812.0,2517,1295.0,0.586,2325.0,45,0.731,0.66,2325.0,2325.0,0.586,0.586,3812.0,3812.0
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,6,1,3,21378.0,1284,20094.0,1.101,3526.0,64,0.684,0.06,3526.0,3526.0,1.101,1.101,21378.0,21378.0
0,54,F,1,Graduate,Single,Less than $40K,Silver,47,6,3,4,12873.0,0,12873.0,1.005,3170.0,70,0.842,0.0,3170.0,3170.0,1.005,1.005,12873.0,12873.0
0,46,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229.0,1217,19012.0,0.741,4270.0,62,0.55,0.06,4270.0,4270.0,0.741,0.741,20229.0,20229.0
0,34,F,2,Unknown,Single,Less than $40K,Blue,29,3,1,0,5387.0,795,4592.0,0.837,2596.0,59,1.034,0.148,2596.0,2596.0,0.837,0.837,5387.0,5387.0
0,46,M,3,Graduate,Unknown,$80K - $120K,Blue,34,5,3,4,16546.0,1850,14696.0,0.729,4255.0,75,0.562,0.112,4255.0,4255.0,0.729,0.729,16546.0,16546.0
0,48,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,11191.0,0,11191.0,0.58,3914.0,71,0.775,0.0,3914.0,3914.0,0.58,0.58,11191.0,11191.0
0,45,M,3,High School,Divorced,$60K - $80K,Blue,40,4,1,2,17576.0,0,17576.0,0.667,3494.0,67,0.718,0.0,3494.0,3494.0,0.667,0.667,17576.0,17576.0
0,65,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,3,4182.0,0,4182.0,0.691,4046.0,57,0.629,0.0,4046.0,4046.0,0.691,0.691,4182.0,4182.0
0,45,M,0,Graduate,Single,$40K - $60K,Blue,37,4,5,2,10271.0,1746,8525.0,0.661,3696.0,72,0.6,0.17,3696.0,3696.0,0.661,0.661,10271.0,10271.0
0,40,F,3,Unknown,Single,Less than $40K,Blue,28,3,1,4,1647.0,1198,449.0,0.76,4272.0,76,0.81,0.727,4272.0,4272.0,0.76,0.76,1647.0,1647.0
0,50,F,1,High School,Single,Less than $40K,Blue,36,6,3,3,1560.0,995,565.0,0.615,1936.0,58,0.657,0.638,1936.0,1936.0,0.615,0.615,1560.0,1560.0
0,40,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,3,2,2,1659.0,0,1659.0,0.585,3838.0,66,0.692,0.0,3838.0,3838.0,0.585,0.585,1659.0,1659.0
0,38,M,1,High School,Single,$120K +,Blue,27,6,2,2,22487.0,889,21598.0,0.528,4960.0,73,0.46,0.04,4960.0,4960.0,0.528,0.528,22487.0,22487.0
0,36,M,0,Graduate,Unknown,Less than $40K,Blue,23,5,2,4,5403.0,1854,3549.0,0.712,4382.0,74,0.542,0.343,4382.0,4382.0,0.712,0.712,5403.0,5403.0
0,54,F,1,High School,Single,$40K - $60K,Blue,36,6,3,3,4717.0,1590,3127.0,0.802,4216.0,67,0.595,0.337,4216.0,4216.0,0.802,0.802,4717.0,4717.0
0,50,M,2,High School,Single,$60K - $80K,Blue,40,6,2,2,5180.0,1211,3969.0,0.809,3447.0,74,0.85,0.234,3447.0,3447.0,0.809,0.809,5180.0,5180.0
1,50,M,2,High School,Single,$80K - $120K,Blue,38,1,2,3,4915.0,464,4451.0,0.28900000000000003,1474.0,36,0.22799999999999998,0.094,1474.0,1474.0,0.28900000000000003,0.28900000000000003,4915.0,4915.0
0,41,M,4,High School,Married,$80K - $120K,Blue,29,4,2,1,12154.0,2517,9637.0,0.864,3853.0,71,0.775,0.207,3853.0,3853.0,0.864,0.864,12154.0,12154.0
0,46,M,4,Graduate,Married,$60K - $80K,Blue,36,3,3,3,3258.0,0,3258.0,0.784,3169.0,67,0.489,0.0,3169.0,3169.0,0.784,0.784,3258.0,3258.0
0,44,F,5,High School,Unknown,Unknown,Blue,33,4,3,2,13349.0,0,13349.0,0.882,3534.0,78,0.902,0.0,3534.0,3534.0,0.882,0.882,13349.0,13349.0
1,50,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,23836.25,0,22660.75,0.321,1480.0,37,0.276,0.0,1480.0,1480.0,0.321,0.321,23836.25,23836.25
0,45,M,4,Graduate,Single,$80K - $120K,Blue,33,3,5,3,23836.25,1202,22660.75,0.673,4202.0,66,0.61,0.038,4202.0,4202.0,0.673,0.673,23836.25,23836.25
0,40,F,4,College,Married,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.785,3308.0,54,1.0,0.0,3308.0,3308.0,0.785,0.785,1438.3,1438.3
0,46,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,10961.0,1391,9570.0,0.662,3914.0,77,0.75,0.127,3914.0,3914.0,0.662,0.662,10961.0,10961.0
0,48,M,2,Unknown,Unknown,$60K - $80K,Blue,44,4,3,3,8904.0,1886,7018.0,0.945,3654.0,65,0.757,0.212,3654.0,3654.0,0.945,0.945,8904.0,8904.0
0,47,M,4,High School,Married,$40K - $60K,Blue,40,4,2,3,2498.0,2258,240.0,0.992,1839.0,29,0.706,0.904,1839.0,1839.0,0.992,0.992,2498.0,2498.0
0,42,M,3,Graduate,Unknown,$80K - $120K,Blue,38,6,1,1,16105.0,724,15381.0,0.949,4631.0,76,0.767,0.045,4631.0,4631.0,0.949,0.949,16105.0,16105.0
0,43,F,3,Graduate,Unknown,Unknown,Silver,33,3,1,3,23836.25,1858,22660.75,0.622,4197.0,67,0.523,0.054,4197.0,4197.0,0.622,0.622,23836.25,23836.25
0,49,F,3,Graduate,Unknown,Unknown,Blue,44,5,2,1,2222.0,694,1528.0,0.903,4372.0,65,0.711,0.312,4372.0,4372.0,0.903,0.903,2222.0,2222.0
0,46,F,4,Graduate,Married,Unknown,Blue,38,3,2,3,16815.0,0,16815.0,0.938,2976.0,65,0.512,0.0,2976.0,2976.0,0.938,0.938,16815.0,16815.0
1,41,F,3,Unknown,Married,Unknown,Blue,35,2,3,5,11538.0,0,11538.0,0.507,1926.0,53,0.432,0.0,1926.0,1926.0,0.507,0.507,11538.0,11538.0
1,45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,9569.0,0,9569.0,0.598,1724.0,35,0.25,0.0,1724.0,1724.0,0.598,0.598,9569.0,9569.0
0,40,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,3,3340.0,1282,2058.0,0.724,4526.0,82,0.547,0.384,4526.0,4526.0,0.724,0.724,3340.0,3340.0
0,40,M,2,Graduate,Married,$80K - $120K,Blue,28,6,2,3,3654.0,1172,2482.0,0.938,4003.0,67,0.595,0.321,4003.0,4003.0,0.938,0.938,3654.0,3654.0
0,49,M,2,Graduate,Married,$40K - $60K,Blue,45,4,2,0,10541.0,1387,9154.0,0.72,4269.0,92,0.614,0.132,4269.0,4269.0,0.72,0.72,10541.0,10541.0
0,51,M,4,Uneducated,Single,$120K +,Silver,39,5,2,1,23836.25,1959,22660.75,0.888,3997.0,54,0.929,0.057,3997.0,3997.0,0.888,0.888,23836.25,23836.25
0,43,F,4,Graduate,Single,Unknown,Silver,36,4,3,4,23836.25,1893,22660.75,0.748,3639.0,76,1.0,0.055,3639.0,3639.0,0.748,0.748,23836.25,23836.25
0,45,M,2,Graduate,Single,$80K - $120K,Blue,39,6,3,3,1613.0,0,1613.0,0.635,3549.0,65,0.444,0.0,3549.0,3549.0,0.635,0.635,1613.0,1613.0
1,38,M,3,College,Single,$80K - $120K,Blue,26,3,3,2,1438.3,0,1438.3,0.399,1585.0,32,0.455,0.0,1585.0,1585.0,0.399,0.399,1438.3,1438.3
0,40,F,2,Uneducated,Married,Unknown,Blue,29,5,3,3,13126.0,0,13126.0,0.725,4496.0,61,0.848,0.0,4496.0,4496.0,0.725,0.725,13126.0,13126.0
0,49,M,4,College,Divorced,$40K - $60K,Blue,43,3,2,3,1922.0,710,1212.0,0.951,2920.0,46,1.172,0.369,2920.0,2920.0,0.951,0.951,1922.0,1922.0
0,45,F,3,Graduate,Unknown,Less than $40K,Silver,36,3,2,2,14521.0,0,14521.0,0.41,4178.0,66,0.467,0.0,4178.0,4178.0,0.41,0.41,14521.0,14521.0
1,63,F,0,Graduate,Single,Less than $40K,Blue,56,5,6,3,1931.0,1531,400.0,0.778,2288.0,48,0.714,0.793,2288.0,2288.0,0.778,0.778,1931.0,1931.0
0,43,M,3,Graduate,Single,$40K - $60K,Blue,39,5,3,5,8513.0,1042,7471.0,0.702,2015.0,37,0.682,0.122,2015.0,2015.0,0.702,0.702,8513.0,8513.0
0,50,M,1,High School,Single,$40K - $60K,Blue,39,4,1,1,2421.0,1029,1392.0,0.675,2377.0,56,0.75,0.425,2377.0,2377.0,0.675,0.675,2421.0,2421.0
0,47,F,5,High School,Married,Less than $40K,Blue,36,5,3,1,1478.0,792,686.0,0.873,4123.0,67,0.489,0.536,4123.0,4123.0,0.873,0.873,1478.0,1478.0
0,63,M,1,Graduate,Single,$60K - $80K,Blue,36,6,1,4,2466.0,0,2466.0,1.077,4059.0,66,0.65,0.0,4059.0,4059.0,1.077,1.077,2466.0,2466.0
0,30,F,2,Post-Graduate,Divorced,Less than $40K,Blue,36,3,1,2,2501.0,1845,656.0,0.668,2933.0,65,0.806,0.738,2933.0,2933.0,0.668,0.668,2501.0,2501.0
0,41,M,3,Doctorate,Single,$60K - $80K,Blue,30,4,1,3,13602.0,0,13602.0,0.699,3582.0,69,0.683,0.0,3582.0,3582.0,0.699,0.699,13602.0,13602.0
0,38,M,3,Graduate,Single,Less than $40K,Blue,34,5,3,2,3094.0,1317,1777.0,0.957,3607.0,81,0.884,0.426,3607.0,3607.0,0.957,0.957,3094.0,3094.0
0,44,F,2,High School,Married,Less than $40K,Blue,32,4,2,3,2485.0,1489,996.0,0.779,3697.0,77,0.833,0.599,3697.0,3697.0,0.779,0.779,2485.0,2485.0
0,50,M,1,Uneducated,Married,$80K - $120K,Blue,39,6,3,4,14817.0,1463,13354.0,0.795,4014.0,70,0.628,0.099,4014.0,4014.0,0.795,0.795,14817.0,14817.0
0,50,M,3,Unknown,Married,$80K - $120K,Blue,39,5,3,4,13824.0,1582,12242.0,0.522,4630.0,74,0.644,0.114,4630.0,4630.0,0.522,0.522,13824.0,13824.0
0,46,F,4,College,Single,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.749,3880.0,74,0.721,0.0,3880.0,3880.0,0.749,0.749,1438.3,1438.3
0,51,M,0,Unknown,Married,$60K - $80K,Blue,43,4,1,2,3797.0,1202,2595.0,0.695,4191.0,65,0.757,0.317,4191.0,4191.0,0.695,0.695,3797.0,3797.0
0,53,F,1,Graduate,Single,Less than $40K,Blue,43,6,3,4,6189.0,0,6189.0,0.538,5004.0,65,0.806,0.0,5004.0,5004.0,0.538,0.538,6189.0,6189.0
0,40,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,3,22956.0,1407,21549.0,0.709,5554.0,64,0.6,0.061,5554.0,5554.0,0.709,0.709,22956.0,22956.0
